PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,HasCabin,AgeGroup
944,0,1,"Walker, Mr. Thomas",male,43.1,0,0,SOTON 99915,69.14,E140,S,1,1,1,Adulto
945,1,2,"Thomas, Mr. Robert",male,29.9,2,0,LINE 99797,57.25,Unknown,S,3,0,0,Adulto
946,0,3,"Davies, Mr. Robert",male,54.7,0,2,LINE 67072,8.06,Unknown,Q,3,0,0,Adulto
947,0,1,"Johnson, Mr. Samuel",male,15.5,0,1,STON/O2 3030,60.95,Unknown,C,2,0,0,Joven
948,0,2,"Young, Mrs. Edith",female,46.3,2,0,SOTON 90342,45.52,Unknown,S,3,0,0,Adulto
949,1,3,"Martin, Mrs. Ethel",female,35.1,1,2,STON/O2 46796,10.31,Unknown,S,4,0,0,Adulto
950,0,2,"Wilson, Mr. John",male,16.4,1,0,SOTON 73503,13.17,D58,Q,2,0,1,Joven
951,1,1,"Johnson, Mr. James",male,54.5,0,1,PC 88890,77.38,Unknown,S,2,0,0,Adulto
952,0,2,"Allen, Mr. Henry",male,29.9,0,0,C.A. 38275,17.85,Unknown,S,1,1,0,Adulto
953,0,3,"García, Mr. William",male,17.4,0,0,STON/O2 75525,15.17,Unknown,S,1,1,0,Joven
954,0,3,"Green, Mr. Thomas",male,25.0,0,0,W./C. 18175,6.74,Unknown,S,1,1,0,Adulto
955,1,3,"Smith, Mrs. Lucía",female,36.7,0,2,A/5 53773,8.54,Unknown,S,3,0,0,Adulto
956,1,2,"Wilson, Mr. George",male,25.6,0,0,PC 72472,23.38,Unknown,S,1,1,0,Adulto
957,1,3,"Hernández, Mrs. Anna",female,25.6,0,0,W./C. 71273,5.91,Unknown,S,1,1,0,Adulto
958,1,2,"King, Mr. Alejandro",male,17.1,0,0,A/5 82427,16.27,Unknown,S,1,1,0,Joven
959,0,3,"Taylor, Mr. Robert",male,42.2,0,0,LINE 18649,8.27,Unknown,S,1,1,0,Adulto
960,1,1,"Taylor, Mrs. Elena",female,51.5,4,2,C.A. 59303,58.28,Unknown,S,7,0,0,Adulto
961,1,1,"Young, Mr. John",male,32.3,0,0,W./C. 93721,41.78,E63,C,1,1,1,Adulto
962,0,1,"Davies, Mr. Edward",male,59.0,1,0,C.A. 92089,53.27,Unknown,Q,2,0,0,Adulto
963,1,1,"Taylor, Mrs. Isabella",female,29.9,0,1,PC 31371,77.31,Unknown,S,2,0,0,Adulto
964,1,3,"Thomas, Mrs. Elizabeth",female,34.4,0,1,LINE 15663,6.23,Unknown,S,2,0,0,Adulto
965,0,3,"Martínez, Mr. Miguel",male,29.9,1,0,W./C. 25721,11.93,Unknown,Q,2,0,0,Adulto
966,0,3,"Green, Mrs. Ethel",female,38.8,0,0,SOTON 55553,11.54,Unknown,S,1,1,0,Adulto
967,1,1,"López, Mrs. Elizabeth",female,31.3,0,0,W./C. 19867,69.76,Unknown,S,1,1,0,Adulto
968,1,3,"Green, Mr. Miguel",male,3.5,1,0,PC 7061,17.32,Unknown,S,2,0,0,Niño
969,0,3,"King, Mr. Charles",male,65.9,0,0,LINE 52979,14.17,Unknown,Q,1,1,0,Adulto mayor
970,0,3,"Evans, Mr. Miguel",male,26.4,0,2,A/5 41821,38.45,Unknown,S,3,0,0,Adulto
971,0,1,"Wright, Mr. Samuel",male,29.9,0,0,STON/O2 87494,132.35,Unknown,C,1,1,0,Adulto
972,1,3,"García, Mr. Charles",male,4.1,1,0,SOTON 22874,12.11,Unknown,Q,2,0,0,Niño
973,0,3,"Johnson, Mr. Robert",male,28.6,1,0,C.A. 63918,6.44,Unknown,C,2,0,0,Adulto
974,0,2,"Hall, Mr. Alejandro",male,29.9,0,0,C.A. 67248,12.65,Unknown,C,1,1,0,Adulto
975,1,2,"Hernández, Miss. Sofía",female,8.4,0,0,SOTON 33326,16.98,Unknown,S,1,1,0,Niño
976,1,3,"Hall, Mr. James",male,40.4,1,0,PC 50738,14.17,Unknown,S,2,0,0,Adulto
977,0,2,"Davies, Mr. Luis",male,15.6,0,2,LINE 6033,30.81,Unknown,C,3,0,0,Joven
978,0,1,"Davies, Mr. Arthur",male,41.6,0,0,LINE 6119,126.63,Unknown,S,1,1,0,Adulto
979,1,2,"Hall, Mrs. Helen",female,26.7,0,0,LINE 71381,11.46,Unknown,C,1,1,0,Adulto
980,1,2,"Young, Mrs. Anna",female,47.7,0,0,PC 81826,7.41,Unknown,S,1,1,0,Adulto
981,0,3,"Hall, Mr. Samuel",male,29.9,0,0,SOTON 8565,13.09,E172,S,1,1,1,Adulto
982,1,3,"King, Mr. Henry",male,29.9,1,0,LINE 34109,8.81,Unknown,S,2,0,0,Adulto
983,1,2,"Scott, Mr. Arthur",male,26.3,0,3,PC 60541,10.77,Unknown,S,4,0,0,Adulto
984,0,3,"Thomas, Mr. Edward",male,38.0,0,0,SOTON 2962,30.1,Unknown,S,1,1,0,Adulto
985,0,2,"Hall, Mrs. Edith",female,33.1,0,0,LINE 6502,26.23,Unknown,S,1,1,0,Adulto
986,0,3,"King, Miss. Edith",female,29.9,0,0,PC 10680,15.52,Unknown,S,1,1,0,Adulto
987,0,3,"Walker, Mr. Arthur",male,14.4,1,3,PC 23658,4.95,Unknown,S,5,0,0,Joven
988,0,2,"Taylor, Mr. Arthur",male,17.6,0,0,C.A. 76350,42.0,Unknown,S,1,1,0,Joven
989,1,3,"Johnson, Mr. William",male,27.5,1,0,STON/O2 96558,18.39,G35,S,2,0,1,Adulto
990,1,3,"Martínez, Mrs. Margaret",female,33.4,0,0,A/5 82085,11.62,Unknown,S,1,1,0,Adulto
991,0,1,"Green, Mr. James",male,10.0,1,0,PC 64074,109.14,Unknown,C,2,0,0,Niño
992,0,3,"Wright, Mr. Carlos",male,32.1,1,2,W./C. 58838,13.05,Unknown,S,4,0,0,Adulto
993,1,1,"Young, Miss. Isabella",female,9.7,2,1,W./C. 4717,113.74,E24,S,4,0,1,Niño
994,0,1,"Scott, Mr. Daniel",male,29.9,0,0,STON/O2 3417,45.03,Unknown,S,1,1,0,Adulto
995,1,3,"Green, Mr. Alejandro",male,51.6,0,0,C.A. 95170,13.3,Unknown,S,1,1,0,Adulto
996,0,3,"López, Miss. Florence",female,23.7,1,2,W./C. 89376,15.16,Unknown,C,4,0,0,Adulto
997,0,3,"López, Mr. Charles",male,25.3,1,0,C.A. 32670,6.79,Unknown,S,2,0,0,Adulto
998,0,3,"Green, Mr. James",male,26.3,1,0,A/5 56005,15.04,Unknown,S,2,0,0,Adulto
999,1,1,"Clark, Mrs. Sofía",female,32.2,0,1,C.A. 49167,91.14,Unknown,S,2,0,0,Adulto
1000,0,1,"Wright, Mr. Samuel",male,40.6,0,0,A/5 77411,127.48,Unknown,S,1,1,0,Adulto
1001,0,3,"Taylor, Mr. Alejandro",male,11.2,1,0,A/5 72027,6.14,Unknown,S,2,0,0,Niño
1002,1,1,"Davies, Mr. John",male,29.9,2,0,LINE 21678,126.59,Unknown,S,3,0,0,Adulto
1003,1,3,"Roberts, Mrs. Camila",female,50.4,0,0,W./C. 47150,19.61,Unknown,S,1,1,0,Adulto
1004,0,1,"Smith, Mr. Carlos",unknown,29.9,2,0,C.A. 29095,225.2,Unknown,S,3,0,0,Adulto
1005,1,3,"Allen, Mrs. Elizabeth",female,56.1,1,0,PC 65042,1.85,Unknown,S,2,0,0,Adulto
1006,0,3,"Johnson, Mr. Arthur",male,29.9,1,0,LINE 37625,2.56,Unknown,S,2,0,0,Adulto
1007,0,3,"Roberts, Mr. Miguel",male,42.7,1,0,W./C. 30632,16.65,Unknown,S,2,0,0,Adulto
1008,1,3,"Davies, Mrs. Ethel",female,33.6,0,2,PC 65325,12.56,Unknown,S,3,0,0,Adulto
1009,0,2,"Martin, Mr. John",male,22.3,0,0,C.A. 13507,25.26,Unknown,S,1,1,0,Adulto
1010,1,1,"Evans, Mr. George",male,29.9,1,0,STON/O2 94703,123.88,Unknown,S,2,0,0,Adulto
1011,1,2,"Taylor, Mr. Samuel",male,27.4,0,0,LINE 78036,51.16,Unknown,S,1,1,0,Adulto
1012,0,3,"Green, Mr. James",male,20.9,0,2,SOTON 47078,17.31,Unknown,S,3,0,0,Adulto
1013,0,2,"Lewis, Mr. Samuel",male,29.9,2,0,W./C. 47851,11.71,Unknown,Q,3,0,0,Adulto
1014,1,3,"Brown, Mrs. Florence",female,30.5,0,0,C.A. 76375,23.44,Unknown,Q,1,1,0,Adulto
1015,1,1,"Clark, Mrs. Sofía",female,41.5,0,2,A/5 21860,104.36,Unknown,S,3,0,0,Adulto
1016,0,3,"Clark, Mr. Thomas",male,29.9,0,1,W./C. 46964,14.7,Unknown,S,2,0,0,Adulto
1017,1,3,"López, Mr. George",male,29.9,0,0,LINE 37402,5.49,Unknown,S,1,1,0,Adulto
1018,1,3,"Smith, Mr. Miguel",male,31.8,1,0,A/5 92401,20.04,Unknown,C,2,0,0,Adulto
1019,1,2,"Scott, Mr. Henry",male,13.6,0,0,A/5 56437,11.77,Unknown,S,1,1,0,Joven
1020,1,1,"Smith, Mrs. Ethel",female,29.9,0,0,SOTON 29058,129.9,Unknown,Q,1,1,0,Adulto
1021,1,3,"Lewis, Miss. Anna",female,24.7,2,0,STON/O2 97033,8.53,Unknown,S,3,0,0,Adulto
1022,0,1,"Ramírez, Mr. Luis",male,34.4,2,0,A/5 70226,33.01,Unknown,S,3,0,0,Adulto
1023,0,3,"Johnson, Mr. Alejandro",male,16.3,0,0,C.A. 57579,20.76,Unknown,S,1,1,0,Joven
1024,1,3,"Martínez, Mr. Edward",male,0.3,1,0,PC 99824,7.95,Unknown,S,2,0,0,Niño
1025,0,3,"Young, Mr. Thomas",male,20.6,0,0,W./C. 36939,15.4,Unknown,S,1,1,0,Adulto
1026,1,3,"Hernández, Miss. Helen",female,29.9,0,0,SOTON 38246,10.68,Unknown,C,1,1,0,Adulto
1027,0,3,"Hall, Mr. Thomas",male,51.8,0,0,W./C. 53619,13.42,Unknown,S,1,1,0,Adulto
1028,1,1,"Lewis, Mr. Arthur",male,42.4,0,0,SOTON 13169,71.26,Unknown,S,1,1,0,Adulto
1029,0,3,"Ramírez, Mr. Arthur",male,12.7,0,1,C.A. 39900,5.65,F33,S,2,0,1,Niño
1030,0,1,"García, Mr. William",male,19.3,0,0,STON/O2 1244,157.37,Unknown,S,1,1,0,Joven
1031,1,3,"Roberts, Miss. Ethel",female,19.8,0,2,STON/O2 79267,10.89,Unknown,S,3,0,0,Joven
1032,0,3,"Wilson, Mr. George",male,29.2,0,0,W./C. 87667,18.62,Unknown,S,1,1,0,Adulto
1033,0,3,"Walker, Mr. Edward",male,5.8,0,0,C.A. 45770,13.39,Unknown,S,1,1,0,Niño
1034,0,3,"Hall, Mrs. Mary",female,27.0,0,1,C.A. 91581,10.67,Unknown,S,2,0,0,Adulto
1035,0,2,"Lewis, Mr. Thomas",male,27.8,1,3,C.A. 87844,17.69,Unknown,S,5,0,0,Adulto
1036,0,3,"Hernández, Mr. William",male,29.9,0,2,STON/O2 67803,10.95,Unknown,S,3,0,0,Adulto
1037,0,3,"Hall, Mr. Carlos",male,15.4,0,0,PC 9544,12.47,Unknown,S,1,1,0,Joven
1038,1,1,"Smith, Mr. Daniel",male,31.3,3,0,C.A. 40815,70.2,Unknown,S,4,0,0,Adulto
1039,1,3,"Green, Mr. Thomas",male,29.9,0,0,C.A. 28549,21.55,Unknown,S,1,1,0,Adulto
1040,0,1,"Johnson, Mrs. Helen",female,34.3,1,0,SOTON 30479,83.39,Unknown,S,2,0,0,Adulto
1041,0,3,"López, Mr. Charles",male,22.6,0,1,W./C. 24578,15.68,Unknown,Q,2,0,0,Adulto
1042,1,1,"Walker, Mrs. Ethel",female,33.6,0,0,C.A. 97305,98.18,Unknown,S,1,1,0,Adulto
1043,0,3,"King, Mr. William",male,8.4,0,0,LINE 28533,70.2,Unknown,S,1,1,0,Niño
1044,1,3,"Scott, Mrs. Helen",female,29.9,2,0,LINE 79098,14.11,Unknown,S,3,0,0,Adulto
1045,1,3,"Walker, Mrs. Anna",female,26.2,0,1,A/5 84675,12.35,Unknown,C,2,0,0,Adulto
1046,1,3,"Wright, Mr. Arthur",male,33.9,0,0,A/5 45281,11.36,Unknown,S,1,1,0,Adulto
1047,1,2,"Wilson, Mr. George",male,26.5,0,3,C.A. 78817,14.99,Unknown,S,4,0,0,Adulto
1048,1,2,"Clark, Miss. María",female,7.0,0,0,PC 49412,12.7,Unknown,C,1,1,0,Niño
1049,1,3,"Roberts, Mrs. Camila",female,27.0,1,0,C.A. 56713,9.56,Unknown,S,2,0,0,Adulto
1050,0,3,"López, Mr. Thomas",male,41.8,0,0,LINE 33033,25.68,Unknown,S,1,1,0,Adulto
